

EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate
794,RM1341,36,36-45,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63
795,RM1348,36,36-45,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94
796,RM1356,36,36-45,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33
797,RM1384,36,36-45,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66
798,RM1440,36,36-45,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94
799,RM1441,36,36-45,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97
800,RM1448,36,36-45,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88
801,RM1454,36,36-45,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100
802,RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41
803,RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41
804,RM003,37,36-45,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92
805,RM048,37,36-45,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73
806,RM060,37,36-45,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51
807,RM079,37,36-45,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30
808,RM101,37,36-45,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63
809,RM105,37,36-45,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100
810,RM116,37,36-45,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87
811,RM196,37,36-45,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65
812,RM223,37,36-45,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47
813,RM227,37,36-45,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41
814,RM249,37,36-45,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83
815,RM251,37,36-45,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61
816,RM274,37,36-45,No,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,98
817,RM276,37,36-45,No,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,80
818,RM286,37,36-45,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42
819,RM295,37,36-45,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53
820,RM341,37,36-45,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61
821,RM354,37,36-45,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51
822,RM365,37,36-45,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98
823,RM387,37,36-45,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95
824,RM390,37,36-45,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49
825,RM399,37,36-45,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72
826,RM465,37,36-45,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59
827,RM468,37,36-45,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69
828,RM473,37,36-45,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65
829,RM487,37,36-45,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75
830,RM507,37,36-45,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36
831,RM523,37,36-45,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80
832,RM578,37,36-45,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82
833,RM629,37,36-45,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66
834,RM649,37,36-45,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,54
835,RM653,37,36-45,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32
836,RM696,37,36-45,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46
837,RM745,37,36-45,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61
838,RM768,37,36-45,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35
839,RM796,37,36-45,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88
840,RM833,37,36-45,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52
841,RM856,37,36-45,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56
842,RM990,37,36-45,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,54
843,RM1002,37,36-45,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94
844,RM1023,37,36-45,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84
845,RM1090,37,36-45,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,Male,47
846,RM1159,37,36-45,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85
847,RM1164,37,36-45,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71
848,RM1212,37,36-45,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31
849,RM1277,37,36-45,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46
850,RM1281,37,36-45,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89
851,RM1292,37,36-45,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58
852,RM1345,37,36-45,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,4,Male,78
853,RM1433,37,36-45,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42
854,RM009,38,36-45,No,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,12,4,Male,44
855,RM020,38,36-45,No,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,24,4,Male,45
856,RM062,38,36-45,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,50
857,RM084,38,36-45,No,Non-Travel,573,Research & Development,6,3,Medical,1,107,2,Female,79
858,RM143,38,36-45,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32
859,RM169,38,36-45,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59
860,RM180,38,36-45,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75
861,RM199,38,36-45,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88
862,RM200,38,36-45,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54
863,RM205,38,36-45,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70
864,RM224,38,36-45,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76
865,RM262,38,36-45,No,Non-Travel,1327,Sales,2,2,Life Sciences,1,361,4,Male,39
866,RM278,38,36-45,No,Travel_Rarely,322,Sales,7,2,Medical,1,382,1,Female,44
867,RM288,38,36-45,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,82
868,RM308,38,36-45,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,421,1,Female,81
869,RM342,38,36-45,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92
870,RM417,38,36-45,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42
871,RM472,38,36-45,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76
872,RM491,38,36-45,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43
873,RM519,38,36-45,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46
874,RM530,38,36-45,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33
875,RM543,38,36-45,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,Female,81
876,RM560,38,36-45,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92
877,RM579,38,36-45,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,75
878,RM606,38,36-45,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45
879,RM643,38,36-45,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893,2,Male,98
880,RM682,38,36-45,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950,4,Female,80
881,RM704,38,36-45,No,Non-Travel,152,Sales,10,3,Technical Degree,1,983,3,Female,85
882,RM723,38,36-45,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,3,Male,66
883,RM748,38,36-45,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42
884,RM766,38,36-45,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44
885,RM785,38,36-45,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65
886,RM808,38,36-45,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73
887,RM812,38,36-45,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32
888,RM827,38,36-45,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37
889,RM964,38,36-45,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,31
890,RM983,38,36-45,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,57
891,RM1108,38,36-45,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563,3,Male,71
892,RM1113,38,36-45,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,3,Male,81
893,RM1120,38,36-45,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,Male,80
894,RM1121,38,36-45,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,2,Female,90
895,RM1162,38,36-45,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54
896,RM1188,38,36-45,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90
897,RM1194,38,36-45,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42
898,RM1203,38,36-45,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87
899,RM1257,38,36-45,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75
900,RM1262,38,36-45,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60
901,RM1273,38,36-45,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40
902,RM1290,38,36-45,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100
903,RM1309,38,36-45,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77
904,RM1374,38,36-45,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,1937,4,Female,58
905,RM1377,38,36-45,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,1940,2,Male,71
906,RM1392,38,36-45,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,1,Male,59
907,RM1401,38,36-45,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,4,Male,88
908,RM1417,38,36-45,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995,4,Male,86
909,RM1419,38,36-45,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,72
910,RM1431,38,36-45,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2015,2,Female,99
911,RM1452,38,36-45,No,TravelRarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100
912,RM034,39,36-45,Yes,Travel_Rarely,895,Sales,5,3,Technical Degree,1,42,4,Male,56
913,RM138,39,36-45,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47
914,RM241,39,36-45,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,Female,96
915,RM252,39,36-45,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,343,3,Female,64
916,RM305,39,36-45,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,417,3,Male,48
917,RM315,39,36-45,No,Travel_Rarely,117,Research & Development,10,1,Medical,1,429,3,Male,99
918,RM327,39,36-45,No,Travel_Frequently,672,Research & Development,7,2,Medical,1,444,3,Male,54
919,RM328,39,36-45,Yes,Travel_Rarely,1162,Sales,3,2,Medical,1,445,4,Female,41
920,RM401,39,36-45,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52
921,RM450,39,36-45,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48
922,RM527,39,36-45,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,Female,80
923,RM552,39,36-45,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,44
924,RM655,39,36-45,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,4,Female,42
925,RM670,39,36-45,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,4,Male,70
926,RM706,39,36-45,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,1,Male,41
927,RM739,39,36-45,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65
928,RM754,39,36-45,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,82
929,RM814,39,36-45,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84
930,RM817,39,36-45,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70
931,RM938,39,36-45,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,94
932,RM941,39,36-45,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,93
933,RM950,39,36-45,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,32
934,RM987,39,36-45,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,44
935,RM993,39,36-45,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,3,Male,71
936,RM1033,39,36-45,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,1,Female,54
937,RM1080,39,36-45,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525,2,Female,32
938,RM1125,39,36-45,No,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,Male,38
939,RM1149,39,36-45,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76
940,RM1156,39,36-45,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76
941,RM1160,39,36-45,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81
942,RM1176,39,36-45,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66
943,RM1241,39,36-45,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77
944,RM1285,39,36-45,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65
945,RM1293,39,36-45,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,83
946,RM1336,39,36-45,No,Travel_Rarely,835,Research & Development,19,4,Other,1,1871,4,Male,41
947,RM1367,39,36-45,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,1929,1,Female,32
948,RM1373,39,36-45,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1936,1,Male,87
949,RM1404,39,36-45,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,2,Male,77
950,RM1430,39,36-45,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,2014,1,Male,52
951,RM1438,39,36-45,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,2022,4,Male,87
952,RM1463,39,36-45,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60
953,RM1467,39,36-45,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,4,Male,42
954,RM1463,39,36-45,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60
955,RM1467,39,36-45,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,4,Male,42
956,RM091,40,36-45,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3,Male,78
957,RM151,40,36-45,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54
958,RM159,40,36-45,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67
959,RM187,40,36-45,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46
960,RM204,40,36-45,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99
961,RM209,40,36-45,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,63
962,RM244,40,36-45,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,335,1,Male,62
963,RM258,40,36-45,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,352,1,Male,49
964,RM336,40,36-45,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57
965,RM362,40,36-45,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46
966,RM369,40,36-45,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68
967,RM388,40,36-45,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46
968,RM392,40,36-45,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78
969,RM418,40,36-45,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79
970,RM449,40,36-45,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75
971,RM459,40,36-45,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58
972,RM534,40,36-45,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,Male,48
973,RM554,40,36-45,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,Female,86
974,RM583,40,36-45,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,3,Female,38
975,RM602,40,36-45,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,51
976,RM685,40,36-45,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954,1,Male,67
977,RM692,40,36-45,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964,4,Male,35
978,RM707,40,36-45,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,2,Female,100
979,RM769,40,36-45,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74
980,RM786,40,36-45,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61
981,RM815,40,36-45,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44
982,RM838,40,36-45,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88
983,RM846,40,36-45,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92
984,RM867,40,36-45,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62
985,RM885,40,36-45,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84
986,RM947,40,36-45,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57
987,RM958,40,36-45,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,3,Male,74
988,RM960,40,36-45,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,98
989,RM968,40,36-45,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,88
990,RM979,40,36-45,No,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,2,Female,89
991,RM1030,40,36-45,No,Non-Travel,663,Research & Development,9,4,Other,1,1449,3,Male,81
992,RM1041,40,36-45,No,Non-Travel,218,Research & Development,8,1,Medical,1,1468,4,Male,55
993,RM1046,40,36-45,No,Travel_Rarely,896,Research & Development,2,3,Medical,1,1474,3,Male,68
994,RM1084,40,36-45,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,4,Male,86
995,RM1095,40,36-45,No,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,1,Male,47
996,RM1097,40,36-45,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,3,Male,38
997,RM1099,40,36-45,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552,4,Male,72
998,RM1133,40,36-45,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,Female,84
999,RM1157,40,36-45,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80
1000,RM1165,40,36-45,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84
1001,RM1172,40,36-45,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73
1002,RM1230,40,36-45,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92
1003,RM1243,40,36-45,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88
1004,RM1287,40,36-45,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,99
1005,RM1300,40,36-45,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52
1006,RM1305,40,36-45,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47
1007,RM1349,40,36-45,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1892,1,Male,98
1008,RM1410,40,36-45,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1985,4,Female,73
1009,RM1411,40,36-45,No,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,2,Female,92
1010,RM1428,40,36-45,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,2012,1,Male,83
1011,RM1456,40,36-45,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,52
1012,RM1458,40,36-45,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,3,Female,98
1013,RM001,41,36-45,Yes,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,1,2,Female,94
1014,RM046,41,36-45,Yes,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,1,58,2,Female,49
1015,RM134,41,36-45,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96
1016,RM148,41,36-45,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91
1017,RM149,41,36-45,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94
1018,RM167,41,36-45,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56
1019,RM183,41,36-45,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70
1020,RM216,41,36-45,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75
1021,RM243,41,36-45,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,334,3,Male,36
1022,RM301,41,36-45,No,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,4,Male,88
1023,RM347,41,36-45,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,95
1024,RM367,41,36-45,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56
1025,RM404,41,36-45,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49
1026,RM447,41,36-45,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56
1027,RM460,41,36-45,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62
1028,RM467,41,36-45,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91
1029,RM536,41,36-45,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,73
1030,RM539,41,36-45,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,59
1031,RM668,41,36-45,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,2,Female,57
1032,RM687,41,36-45,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,4,Male,59
1033,RM717,41,36-45,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,999,1,Male,64
1034,RM738,41,36-45,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42
1035,RM747,41,36-45,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55
1036,RM784,41,36-45,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43
1037,RM831,41,36-45,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46
1038,RM865,41,36-45,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95
1039,RM952,41,36-45,No,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40
1040,RM961,41,36-45,No,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66
1041,RM989,41,36-45,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,Female,75
1042,RM1029,41,36-45,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,90
1043,RM1197,41,36-45,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80
1044,RM1219,41,36-45,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35
1045,RM1229,41,36-45,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60
1046,RM1267,41,36-45,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94
1047,RM1295,41,36-45,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85
1048,RM1296,41,36-45,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81
1049,RM1357,41,36-45,No,Travel_Rarely,337,Sales,8,3,Marketing,1,1909,3,Female,54
1050,RM1421,41,36-45,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,1999,4,Male,76
1051,RM1446,41,36-45,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,1,Female,60
1052,RM1449,41,36-45,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,57
1053,RM028,42,36-45,No,Travel_Rarely,691,Sales,8,4,Marketing,1,35,3,Male,48
1054,RM198,42,36-45,No,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36
1055,RM232,42,36-45,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,58
1056,RM254,42,36-45,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,347,4,Female,82
1057,RM257,42,36-45,No,Travel_Rarely,269,Research & Development,2,3,Medical,1,351,4,Female,56
1058,RM282,42,36-45,No,Travel_Rarely,635,Sales,1,1,Life Sciences,1,387,2,Male,99
